Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
2025-03-13 17:53:57.787,person,0.8612125515937805,344,373,499,479
2025-03-13 17:53:57.787,laptop,0.6594130396842957,112,462,337,479
2025-03-13 17:53:59.864,person,0.9182986617088318,45,309,258,479
2025-03-13 17:53:59.864,person,0.869602382183075,344,373,501,479
2025-03-13 17:54:02.169,person,0.8923940062522888,0,293,202,479
2025-03-13 17:54:02.169,person,0.6316951513290405,297,359,509,479
2025-03-13 17:54:04.329,person,0.9620862603187561,110,60,639,478
2025-03-13 17:54:04.329,person,0.9007855653762817,0,253,86,479
2025-03-13 17:54:06.360,person,0.9489726424217224,155,116,640,479
2025-03-13 17:54:06.360,person,0.8917717337608337,0,252,126,479
2025-03-13 17:54:08.473,person,0.9070324301719666,119,110,640,479
2025-03-13 17:54:08.473,cell phone,0.2794259488582611,189,298,352,480
2025-03-13 17:54:10.762,person,0.9451769590377808,118,102,639,478
2025-03-13 17:54:12.954,person,0.9623788595199585,123,96,639,478
2025-03-13 17:54:15.018,person,0.9636224508285522,124,96,639,478
2025-03-13 17:54:17.080,person,0.9606106877326965,124,97,639,478
2025-03-13 17:54:19.281,person,0.9591728448867798,124,97,639,478
